lot_id,minutes_before_deadline,published_on_friday,acceptance_days,ip_collision,winner_win_rate,director_overlap,price_reduction_pct,min_bid_gap_pct,price_vs_market_pct,unique_spec_score,tz_change_hours_before,participants_count,supplier_age_days,revenue_vs_contract,address_change_days,amendment_count,subcontract_affiliation,historical_win_rate,is_corrupt,initial_price
LOT-00974,1,1,3,1,0.5582466354556632,1,0.001116730787277993,0.003654353213384074,0.5478412089502315,0.85924907435913,12,1,72,0.19946212360519788,4,3,1,0.4105081015748295,1,73247460.66265818
LOT-00939,992,0,6,1,0.4682707444725623,1,0.01763297301287525,0.0003023774327945544,0.731022101167621,0.9937040788211003,14,2,39,0.6217323415017638,15,4,1,0.47648580271293295,1,25266896.46562873
LOT-00900,735,0,29,0,0.23781887751293224,0,0.19527187771329813,0.13850202881601853,0.06401131348544764,0.3825704422818217,48,10,4147,16.916566857668233,775,0,0,0.07388583669703669,0,37902472.34811343
LOT-00281,4828,0,24,1,0.007487372184581931,0,0.06680668555596261,0.08773951917078113,0.1398606000457401,0.3552117878072941,0,9,1588,6.6885105300968455,307,1,1,0.2379532542845752,0,46425603.8498725
LOT-00884,4526,0,21,0,0.28136310407365833,0,0.18052882816283222,0.06536136365771233,0.04885224259574125,0.08182475900797953,0,3,3099,5.180848743733289,2928,0,1,0.09697534104269467,0,1362765.6621783562
LOT-00762,3334,1,16,0,0.009550339920953423,1,0.08466085852175001,0.13754147651503748,-0.040389145723779406,0.006416616486222804,0,8,4050,17.506147805027314,752,2,0,0.1689082315068508,0,42176327.76702111
LOT-00320,4416,0,8,0,0.15318199803111213,1,0.150708402847709,0.14119162453059492,0.08574003511862682,0.14622845758924782,0,4,4958,14.622737015121778,1018,0,0,0.12158981160737684,0,31212532.99416556
LOT-00550,3266,0,12,0,0.043064402636068214,1,0.30404055584207534,0.02947462027816994,0.013288683742023938,0.3955483455580347,0,7,1968,6.171156433115942,1972,2,0,0.11764896184472606,0,6166452.246548264
LOT-00175,1004,0,11,0,0.3896877698413242,1,0.13410399595539246,0.08391049773671122,0.13220927005817742,0.12834732612794628,0,15,1904,9.671757064094574,1847,2,1,0.27784798856787696,0,15501220.195680784
LOT-00372,3991,0,12,0,0.01810348654773999,1,0.20103337023318263,0.034811613829933856,0.16302660414065098,0.11905900631530986,198,12,4050,13.040492292083279,1265,1,0,0.11332051124815803,0,4547593.295931926
LOT-00528,2988,0,25,1,0.20557092684048067,0,0.16551806670706887,0.08339392471007641,0.1281463875123442,0.12473017188463316,0,6,4497,3.4547187902876537,712,0,0,0.1656727246382788,0,23673444.34571502
LOT-00211,3428,0,16,0,0.29931863469311737,0,0.06253194214037767,0.09445341734264147,-0.036478917123404536,0.3622512121377334,0,11,1683,4.903865371529588,2706,1,0,0.08438676263695505,0,7498006.378115267
LOT-00236,1010,0,8,0,0.32552722768273856,1,0.30755059473477564,0.026202209530713016,0.15169151268123585,0.03852075472430827,0,7,3322,8.165671731281844,2463,1,0,0.055950600084128,0,12923214.657797312
LOT-00102,505,0,20,0,0.3735690442312801,0,0.222240005952612,0.08956979599616861,0.19915154092655304,0.15879782971131987,0,15,2736,17.719748606481584,217,1,0,0.3285364538051051,0,4928305.665320058
LOT-00987,334,0,9,0,0.6799111583974673,0,0.01655346307699602,0.00386085104651841,0.626600579774695,0.7971876602213765,1,2,253,1.063701851142362,128,4,0,0.4203877903396601,1,31199072.449888516
LOT-00903,12,1,1,0,0.3281534626319433,0,0.0198936804177338,0.013144253022218392,0.30482981665774656,0.7185601358720717,20,3,167,0.6268944326036027,18,6,0,0.36214246098976316,1,79199369.92516285
LOT-00948,658,0,7,1,0.43844326961030117,1,0.018197145625024325,0.00375021380348619,0.754651282630115,0.5744098739835088,0,2,117,0.20255554863805492,12,6,1,0.32119850374741327,1,64551794.59062172
LOT-00347,1137,0,12,0,0.21536672510539542,0,0.25639737859107603,0.13296219490199251,0.03827281592287371,0.3453474087192805,193,12,2549,1.8774420460703345,2103,2,0,0.34572943445261045,0,4704615.965964315
LOT-00140,4423,0,29,0,0.18187825962976834,1,0.314037524392197,0.03210232192554026,-0.0018132159517209034,0.0009892340567938974,71,4,3299,17.226965436127912,2369,1,0,0.340438574022747,0,31864574.285839736
LOT-00622,4758,1,14,0,0.3684705124425671,0,0.057022503207747044,0.14653641892154065,0.013528653101150118,0.37952763691445646,0,9,3606,5.538649543442915,633,2,0,0.10358673154911388,0,49793379.093442395
LOT-00500,3729,0,29,0,0.09564425113445707,0,0.15809490671039542,0.13127383189066014,0.18740469549388009,0.22676034458812963,0,5,487,4.138516643471049,1447,2,0,0.19967367819126097,0,17281525.08956684
LOT-00371,1246,0,14,1,0.17109272270048148,0,0.29046340766015205,0.05905112310736513,0.06529829891741093,0.36692080511181024,0,9,4548,9.360900142348253,567,1,0,0.15663729068978174,0,4419564.97286842
LOT-00199,4939,0,30,0,0.041421584449427055,0,0.28432444912455,0.13832359323677657,0.051233035805949345,0.15386505549748164,0,10,3624,19.326480447075426,1384,1,0,0.09145400169360368,0,46256358.252186164
LOT-00688,4744,1,13,0,0.20729022322761553,0,0.3152079676139193,0.14352717966769188,0.040687096444114584,0.043737557862420756,0,9,3544,4.912849072715255,456,0,1,0.23459624805503015,0,41232435.29600786
LOT-00585,364,0,23,0,0.31653738464385256,0,0.33200413885781366,0.024689746423905007,-0.05291634809280251,0.12058657414986002,0,11,641,6.540477550576886,686,1,1,0.08935795683777903,0,36800050.29820528
LOT-00902,19,1,2,1,0.9936688564275704,1,0.018606195823359963,0.004017896453287698,0.32465026494356236,0.34964672807960834,0,3,64,0.6056671121669985,22,4,1,0.6234352315807893,1,46832929.92117628
LOT-00060,4716,0,20,0,0.3552364087953972,1,0.2879288279304938,0.03487382941591035,0.0016794856505525646,0.18139956116297895,0,12,2925,9.395134115827723,2904,1,0,0.33607775528573747,0,21794866.628269352
LOT-00329,3363,0,7,0,0.13796808526323745,0,0.26478913170204477,0.07559326215127032,0.193257088465041,0.3497206943065912,0,8,4004,15.218262015752849,1882,1,0,0.09913710312323148,0,20179120.8671281
LOT-00097,3314,0,28,0,0.012628205336839749,0,0.2072696997874049,0.11375376858238619,-0.042764701651921797,0.1764154264738932,0,12,3747,14.27425482699272,1860,2,1,0.3118453126736961,0,24282214.793863494
LOT-00313,4086,1,12,0,0.26805705405078245,0,0.09476522509435656,0.1296916202896431,-0.0837917157004904,0.14567722763140356,101,6,2424,7.684450640612526,2036,0,0,0.2721250654439403,0,6077616.556974811
LOT-00975,935,0,10,1,0.7838080452512004,1,0.018323004831750988,0.004481305821844123,0.5164727855070685,0.9717530679080322,15,3,445,1.120471145309283,157,3,1,0.6449714466846588,1,47430242.998718604
LOT-00300,2433,0,15,0,0.3209265443631315,0,0.33685509676688746,0.07613216422023715,0.09630298447052427,0.1564615054759639,0,11,4624,7.742022156996919,916,1,0,0.25184055792199705,0,32052495.487142283
LOT-00278,3698,0,15,1,0.2300570756048689,0,0.2864554531565571,0.11188473334412537,0.1781316104450371,0.24571599233935576,175,14,4399,16.447636658909047,2676,0,0,0.3437772978698211,0,30436512.04353301
LOT-00925,388,0,5,1,0.6231051428527263,1,0.001730834947371298,0.031666153765896266,0.13017147496079642,0.545647400075033,0,2,98,0.6406981470661582,16,3,1,0.45683782387191546,1,33413627.57543366
LOT-00602,226,0,15,1,0.14027391111169626,0,0.10189046405695312,0.11708769566920492,0.03987568371334657,0.3344422510155802,70,14,1087,3.6508412695169827,550,0,0,0.10569766681827891,0,25520558.63110684
LOT-00440,431,0,15,1,0.18218830807288056,0,0.32644056412531375,0.06698385746794829,-0.023713589651700562,0.2408597307751828,0,6,1321,15.76298543220503,2819,2,1,0.16930007645354367,0,24147415.132881135
LOT-00838,676,1,11,0,0.30518654246037097,1,0.2296507126424483,0.07079593569860307,0.10141802757239815,0.23852480392811626,0,10,4915,16.275339489454673,2195,2,1,0.32684867020951175,0,22312152.72406786
LOT-00571,2550,0,17,0,0.03260238292367097,1,0.2497707958626899,0.09872093635675507,0.051507781408535874,0.05935943000320121,0,9,1838,17.713505394013815,243,0,0,0.1755876807794931,0,33868203.78858886
LOT-00880,338,0,19,0,0.22577131365003156,1,0.0597148945548328,0.02762421269871524,0.010569829694604405,0.35721701320063937,0,14,3403,9.69202696470375,2953,1,0,0.13551308235191575,0,43389488.85448323
LOT-00262,312,0,29,0,0.12204722002166975,1,0.31062570549349056,0.12661741433589951,-0.0931755654546394,0.08360381644968085,0,12,2034,11.608847958448667,1239,2,1,0.23691259785724483,0,46373119.9079008
LOT-00579,2003,0,15,0,0.06057324255856025,0,0.0910624018006251,0.06890717739891206,0.12006820551319361,0.11303986946282363,0,13,4594,17.357400729363757,1057,0,1,0.0701783802152227,0,894544.1184396266
LOT-00024,1407,0,8,0,0.3935744091127406,0,0.14312583928847458,0.12485317629491456,0.03662485051402675,0.35445476362039263,0,15,3510,10.645977626693083,1179,0,0,0.3177979478634099,0,12125995.627070855
LOT-00031,2755,1,19,0,0.030398591137223985,0,0.08242962489728198,0.023338195314670584,-0.06942960836620704,0.30899235398048963,0,5,3209,11.355787038244255,2889,1,0,0.20178823690312336,0,48253678.26518734
LOT-00618,1153,0,25,0,0.3979673633074803,0,0.3010559951789974,0.0763465868344218,0.10827714159850951,0.0195324879116904,194,14,2127,15.573302342044917,1969,1,0,0.1330561433022389,0,44204805.41828664
LOT-00011,4074,1,13,0,0.03877232569152933,1,0.22131292799758534,0.08144723342053324,0.0062892699768661575,0.16444091041989523,0,14,861,8.948493718891973,1569,0,0,0.1074770216424962,0,46807954.90874322
LOT-00222,519,0,9,0,0.26375704446532977,0,0.1927607556468432,0.0999172620324477,0.16909068585425954,0.3099481692271213,158,12,3399,17.684249563542068,2350,1,0,0.3315264883688841,0,5266779.547798619
LOT-00821,2175,0,27,0,0.19703242247337777,0,0.0644991001631092,0.14682673384115438,0.021498352238599,0.12920806705785864,0,15,3696,17.31405032905201,494,0,1,0.2775195061304442,0,6627050.686230559
LOT-00297,2264,0,26,0,0.11008684592800849,0,0.07305867787773589,0.12188916687757033,-0.0957390969810728,0.04461976171678761,0,4,4023,8.340686354376768,898,1,0,0.19547555412532952,0,6777656.104616873
LOT-00055,4603,0,19,0,0.1484046061947531,1,0.08483614421753286,0.05052400421607278,0.07620210366458227,0.2906396602228966,0,7,4373,12.889565959946392,1325,0,0,0.11518090540926848,0,49798405.05037396
LOT-00543,1076,0,26,0,0.3287760534601716,1,0.06630387027112936,0.027110058107396424,0.10717787071609705,0.34572564977665177,0,11,2044,11.050884553542808,2482,2,1,0.09092082505720162,0,23280927.270951144
LOT-00210,3324,1,28,0,0.1895950709471806,0,0.13445523328767917,0.14046981436683162,-0.059085561901135966,0.15639702617159612,0,7,1545,7.014045309497768,2833,1,0,0.2160572563292837,0,30525009.138748113
LOT-00605,3754,0,27,0,0.08297878307754147,0,0.21138463519970618,0.047386163616092734,-0.07277274985625047,0.3093635982594549,0,12,4196,6.325649422271465,652,2,0,0.1925629454996033,0,19591194.23260807
LOT-00693,1513,0,30,0,0.17269463481143257,0,0.3402110019068087,0.14988826247630582,-0.056804867738735186,0.18397282782307697,0,14,3660,3.8129480819590666,2746,1,0,0.3325643280277975,0,9130481.404591085
LOT-00663,1160,0,23,0,0.3086632121460013,1,0.2781753785777154,0.02139997476919262,-0.03034564779604651,0.17530879467374746,79,5,1623,2.802450562150754,1578,1,0,0.1644505132093521,0,33775784.40782263
LOT-00867,2863,0,29,0,0.31574067645551307,0,0.09316188671392511,0.13657185280064715,-0.003938889005905097,0.375878451192562,116,6,1365,10.548409677360521,2820,1,1,0.11565980649343509,0,27880251.67776359
LOT-00071,520,0,29,0,0.396394409058755,0,0.07529873960736914,0.10399652184868349,0.009169387905713852,0.3671747156467842,147,8,3136,14.05960783035225,394,2,0,0.06977355628391524,0,49128086.26412317
LOT-00544,252,1,26,0,0.04588354547960179,0,0.09643264852663622,0.10167113013875341,-0.05409337445246282,0.35195962524722346,0,13,2390,5.279432601606322,2120,0,1,0.16721416798752506,0,32163572.35004497
LOT-00108,3022,0,24,0,0.3738331195539786,0,0.22349337951771064,0.025887674354617744,0.1958411744246831,0.18882848033826016,121,3,1839,15.725983157794431,2807,2,1,0.16233827619148028,0,37417321.90017488
LOT-00494,3611,0,12,0,0.29742317539487,0,0.05374331005480098,0.12803883907036828,0.04105535018039305,0.2890229682246953,0,4,2714,3.558433326958982,425,2,0,0.23125207964584138,0,12629767.30104336
LOT-00591,4256,0,27,1,0.19487735074718412,1,0.08409937703399792,0.1351153683300591,0.019821697494220428,0.11870040928597235,0,10,2585,11.165881901712295,2699,1,0,0.09245527898564215,0,43552584.0789814
LOT-00742,1291,1,7,0,0.023997594446528006,0,0.11967448786448076,0.03916034004870506,-0.06617422508173484,0.26636447687711573,0,4,2849,17.787115931600646,741,1,0,0.30817570570198255,0,28203495.79653077
LOT-00293,1379,1,28,0,0.38999001082842844,0,0.05348082573357074,0.10429060155184577,-0.07460096671308518,0.25689715983254197,154,13,3852,13.030096909599388,2041,2,1,0.21561500911430587,0,6714683.0979491295
LOT-00290,3304,0,22,0,0.036213201932942155,0,0.1717381091481618,0.0977736936072767,0.16617846097223735,0.36130240188535606,0,5,1587,9.880026775063817,1373,1,1,0.10869998605324702,0,15747768.315048743
LOT-00653,4619,1,26,1,0.06789609240940982,0,0.09330224375481218,0.07299506005678272,-0.09551846158057511,0.35887547797769215,71,3,908,3.579595911663117,2128,1,1,0.3068421279597507,0,36880066.55622568
LOT-00040,4299,1,21,0,0.23921466481644146,1,0.2599201054927152,0.1425479112967253,0.1203601769856846,0.24148545637836427,0,10,2240,19.29535539056748,2536,2,0,0.3498717250632354,0,34589560.56499864
LOT-00590,2131,0,21,0,0.20577244625928173,0,0.19994463990557826,0.14473178688258767,0.176369117435166,0.17028081029431688,67,15,1407,15.502404058367413,843,2,0,0.09985909208066973,0,24691980.96548499
LOT-00308,4595,0,30,1,0.09319426394944133,0,0.1875111094268183,0.10815011704806986,-0.08893669977308874,0.05663618889121622,52,13,740,5.989627204641632,2837,0,0,0.10167470268754986,0,33532162.706512373
LOT-00680,448,0,24,0,0.32288193385078895,0,0.09465492624274224,0.12646940840679285,0.180509753431598,0.04310996934489611,0,15,1181,10.706544414709912,2651,0,0,0.33134547871649356,0,9285854.56395724
LOT-00067,3969,0,9,0,0.3377937439258788,0,0.1015619541734207,0.14318986021247718,0.030702958082120035,0.16017992652643487,68,3,2906,15.297389289595154,1087,1,0,0.07291381324190635,0,48326884.70613974
LOT-00276,918,0,10,0,0.3974940722532523,0,0.3014043307377818,0.05879740106347531,0.1016271485784215,0.24443590241946161,0,3,4095,15.36269396700618,1655,0,0,0.2805535949005808,0,33516328.875836648
LOT-00068,3062,0,30,0,0.09450753957868972,0,0.20298561869689158,0.13776995510540654,-0.023209533399481036,0.06939960897683793,0,13,1816,19.098904600722264,2752,1,1,0.27633374757409573,0,6144318.672008351
LOT-00319,1335,1,12,0,0.25072438259212904,0,0.05732404211853618,0.0791293036959237,0.1581147952988111,0.02827943678164262,0,12,2794,9.379191681209416,1285,2,0,0.28630755324214363,0,37490691.48220997
LOT-00549,2098,0,28,0,0.19977356175850006,1,0.05885655325360113,0.11527407520035922,-0.0029021857084871594,0.0926138281265747,0,9,1790,14.97101845227739,1753,1,0,0.06857799353876029,0,3844713.5852574706
LOT-00999,30,1,3,0,0.8767264788849387,0,0.015711291890292453,0.003764907479564136,0.4212290295726932,0.9117061606304719,9,2,462,1.4939831774016357,102,4,0,0.8299679663208649,1,72358484.59938762
LOT-00715,1372,0,8,0,0.098634246657292,0,0.28738447376328485,0.055907347519308245,-0.0018356866624159446,0.3299347121138946,0,9,2599,19.198351095770747,2165,1,0,0.2972409326077891,0,38982944.29155063
LOT-00754,4492,0,17,0,0.19961286040413181,1,0.3145418912320833,0.0838975775000791,0.15146568590891993,0.2426215744181561,0,15,998,12.617640636737534,2978,1,0,0.28642098546923617,0,13950303.43647207
LOT-00328,2476,0,7,0,0.21536491766408497,1,0.10854492392412894,0.08843639946638569,0.1031190164496551,0.3830494793873338,179,3,1957,10.5736091649422,2650,2,0,0.32253408506534925,0,30603484.87827909
LOT-00383,770,0,17,0,0.16066034728868284,0,0.05298461403912095,0.1248120925371001,0.030221683669391985,0.15730650651214237,0,10,838,19.58806005630448,2884,2,0,0.1757915893241826,0,7706423.141975081
LOT-00452,2822,0,23,0,0.10938101707949817,1,0.2983253874696049,0.024464702515709695,0.08932312167142475,0.08628202526278948,122,13,846,19.651141710496606,1544,0,0,0.30442098468391166,0,42531809.76334171
LOT-00523,1216,1,12,1,0.1307499038910004,1,0.34707791494074935,0.07476084199177975,-0.02907342483904851,0.008507479086628278,0,10,4147,6.76076764929722,1829,0,0,0.15121696064943596,0,25183222.936959535
LOT-00219,2086,1,17,0,0.19260665975579447,1,0.23060608294003315,0.12620415982144273,0.04370634900935877,0.23631635952367264,0,5,2361,2.2981701297005594,2529,2,0,0.09041721440003905,0,8289188.958183195
LOT-00788,2756,1,16,0,0.3434627655344434,0,0.3005680135743624,0.06121869826305572,0.18171458385930614,0.2659294663789213,0,15,3474,19.98669377216086,1329,1,1,0.3443930791491208,0,2107764.7873329916
LOT-00437,3750,0,22,0,0.3047717195195535,1,0.17680917718699402,0.09922124866799008,0.1562126630914946,0.3035433289601118,0,5,4893,14.942992350089828,1233,1,1,0.14175418493211964,0,23800317.487479113
LOT-00765,402,0,27,1,0.14850657291454028,1,0.2633315069114941,0.05504911927718896,0.021023616196306633,0.31940446976699244,0,4,3040,6.771152640189225,388,2,0,0.3150599102044057,0,7723981.878494594
LOT-00089,4450,0,9,0,0.07852076779322946,0,0.26279963975877374,0.0649830007044435,-0.06244891146192919,0.12112984244355043,0,5,4482,13.358267405031352,2604,2,0,0.1013601869167377,0,16471707.182150504
LOT-00064,4849,0,8,0,0.06296395884286125,0,0.266478790322802,0.12098863059567634,0.10219061318393394,0.10884113741848758,156,5,3986,9.162399150830407,1062,2,0,0.15355185664425855,0,18817628.077611692
LOT-00827,1637,0,15,0,0.14231813565508147,1,0.27354838895690464,0.03299294698135755,0.05272274512862726,0.07336155902218953,0,4,4341,13.087998350541937,2167,1,0,0.23635359975142461,0,16358721.57696863
LOT-00717,1409,1,27,0,0.22210574494891888,1,0.16058949485035123,0.12085359758343443,0.12753847013582367,0.04309794883997134,118,15,2625,5.158942744631242,2664,1,0,0.0988703278895028,0,21360449.745477203
LOT-00352,4002,1,24,0,0.16880765154040467,0,0.12367598294551244,0.1275397471366098,-0.03940284738087992,0.10908478539118356,0,5,2640,13.685408183843366,900,2,0,0.3391360671575531,0,9999842.568273516
LOT-00937,234,0,9,1,0.7771272516526919,1,0.011349739510104501,0.004782749432035438,0.6829955537452067,0.8240258809246102,24,3,52,0.7715353163859521,26,8,1,0.8058681605031951,1,18380678.376239777
LOT-00257,4873,1,25,0,0.29370638155103196,0,0.12687315153570672,0.05903931611737359,0.137871258294284,0.06916099634252904,0,12,2825,2.191374529299162,2540,1,0,0.2840365724025429,0,12867916.841307357
LOT-00636,3937,0,15,0,0.2405416586123204,1,0.18279254461242822,0.10354155581685781,0.08933845797896059,0.13145575972584775,0,4,2819,6.387698226007282,2359,0,0,0.13258650454396578,0,36139081.94663089
LOT-00645,2934,0,30,0,0.22612272230429503,0,0.21164281776251526,0.05674403484706589,0.05952873116334659,0.3194363907381903,70,15,1928,15.410285959780557,2981,1,0,0.18971454974551927,0,16689965.550689446
LOT-00555,489,0,9,0,0.23925905149963317,0,0.21915685960126785,0.09930022240729486,0.1662555900620489,0.1915085939961692,0,4,706,3.425132503052067,2214,2,0,0.2451010905584492,0,40380272.60397285
LOT-00960,12,1,3,0,0.5409773877577191,0,0.014622845371317727,0.01785132339629554,0.10306236447347608,0.7379598976725026,21,2,193,0.9530968073259206,83,3,0,0.38309946642168896,1,67209199.92838158
LOT-00169,1458,0,18,0,0.17104238297828542,0,0.22153094235732246,0.12918108562993463,0.14716919212494844,0.2500363814837203,0,4,1159,1.9761103155361863,879,2,0,0.3431173087997796,0,2956954.4304062384
LOT-00918,10,1,2,1,0.844372257393841,1,0.014706822840272868,0.003515387852968458,0.7187552201723355,0.341861651165011,0,2,145,0.576716618212098,9,6,1,0.6930204779995357,1,88042679.10266171
LOT-00529,1739,0,15,0,0.06567852999647257,0,0.20403921277006132,0.12140273773690043,0.18544837877861722,0.23089691295737913,0,10,4141,17.709630370011237,631,0,0,0.3182294162977788,0,43459009.95816039
LOT-00824,2050,0,19,1,0.19093875391170467,0,0.13605085114133983,0.09009981265657882,0.07596712516090345,0.3026084750799325,0,13,1762,16.57650874089189,825,0,0,0.07205046543510789,0,38707436.9748227
LOT-00986,27,1,3,0,0.937106737618282,0,0.0067506768123900196,0.02915153827205099,0.3396214103206443,0.7200007293859502,21,3,59,0.472100848248566,9,6,0,0.8734696829109871,1,99325764.62135103
LOT-00817,1952,0,16,0,0.03286731082786703,0,0.2675685640686145,0.08868173596274537,0.1466110752303543,0.11665012820199978,0,5,3270,19.003621782216577,1710,1,0,0.10597672627109103,0,18728697.47691861
LOT-00087,3161,0,10,0,0.31682626944445635,0,0.3281973370169533,0.10290100293332212,0.13711191824232477,0.010513610723306277,0,5,4193,16.36774193633885,2439,0,0,0.06972443158020983,0,35734550.64835703
LOT-00433,2104,0,14,0,0.24653946983498642,0,0.22551107432449957,0.06970828195239154,-0.0073454113981210045,0.2951653135672148,0,3,855,4.044776431684845,2222,1,0,0.09550117561760829,0,30622399.446734123
LOT-00185,4572,0,30,0,0.3800274461927328,0,0.19322008278217112,0.020606987885417722,0.1270543213931367,0.21241351422839375,0,9,2403,5.685915658848044,1590,1,0,0.08081246700186387,0,21736759.7057203
LOT-00979,641,0,10,1,0.5776511045898336,1,0.0045341832887619065,0.02977508544726807,0.14934352615870486,0.7105246980453866,4,1,382,1.2537001486638282,118,5,1,0.5127561900485487,1,62400455.27820864
LOT-00535,4670,0,28,0,0.10141473819103637,1,0.19719855502578987,0.06560153595114578,-0.09593168386574952,0.14105055123905547,133,14,1288,6.493842748455753,2307,2,0,0.09437011624568126,0,17116028.896752812
LOT-00295,2489,1,23,0,0.2093427177963122,0,0.2693879549050511,0.14786528275695132,-0.0264306087662617,0.2522651396444026,0,4,797,18.216327543225916,2371,0,1,0.1862104315593759,0,7533330.255330954
LOT-00893,4293,0,12,1,0.26816493697009836,0,0.33024460112563736,0.08641677689424673,0.039007718994182594,0.3008626234296099,196,13,774,6.441987613573609,2591,1,0,0.26401459973584257,0,33565195.55791921
LOT-00426,1979,1,20,1,0.04849224983250014,0,0.24999708216554595,0.028676702236724784,-0.07703990916446554,0.042089824391588065,131,13,4059,4.549523455472158,1029,2,0,0.18865024602424624,0,27118008.382234976
LOT-00714,2141,0,22,1,0.1879010167436512,0,0.2216824881087296,0.13847951166153305,-0.005961985489069385,0.3522912654149015,0,8,2999,3.004191866448952,2190,1,0,0.07007763411734606,0,39188958.59135498
LOT-00261,1586,0,26,0,0.24927286251133227,1,0.24662295734332534,0.12005856796820798,-0.08653673472058804,0.32726876805272576,0,8,1642,15.518074977971649,531,0,0,0.12291449296982788,0,17553983.02075951
LOT-00238,1527,0,14,0,0.1267512966782245,0,0.3046702315816426,0.029274730162952463,0.11313004553498118,0.24215398920966474,0,12,4009,15.948019683077334,1667,2,1,0.17419671826210192,0,28796059.906752776
LOT-00560,4467,0,16,1,0.08430785275324598,0,0.07353382305105387,0.13856639763584058,0.11747322712029451,0.31517602247584237,0,12,3971,13.52329959822857,2038,0,0,0.1996722471035835,0,24567280.94703928
LOT-00584,4729,0,27,0,0.20745959940690814,0,0.14998642410090987,0.06585108242697615,0.0606417988205846,0.39408691870270046,185,4,2243,6.868468454657343,841,1,0,0.1740185839286784,0,39131459.53330517
LOT-00446,2236,0,21,1,0.2744739581909063,1,0.13384025905518665,0.11090440077846621,0.054474200486674756,0.26409136410932227,0,4,501,13.2248800632641,367,2,0,0.2533788258827615,0,43515761.44446546
LOT-00868,2924,0,15,1,0.32430538521134084,1,0.12414059104449678,0.02254284049746158,0.0833638520139997,0.2900119099512068,94,15,3959,1.5497295070864423,2518,0,1,0.07096474281420463,0,19957549.16479601
LOT-00801,4239,0,20,1,0.006572549610523249,0,0.2776779582526545,0.08922317827750588,-0.06904227532783386,0.3583701227217786,107,8,724,5.291747999497005,1869,2,0,0.08078454810595678,0,18165592.345099892
LOT-00600,1649,0,9,0,0.3336257721358631,0,0.2639931354370529,0.11173314493675159,-0.0831856017335251,0.2549912622886624,0,3,1163,17.370970633369268,1316,0,0,0.1497994963167761,0,30839564.358935684
LOT-00850,4428,0,22,0,0.3162112046578695,0,0.3011135015653552,0.036833377194517215,0.10446881992605353,0.00026185035286441227,0,14,3385,2.4596323733536902,1283,0,0,0.2766701444859945,0,42352808.41677493
